link,depth,story_tags_list,cover_img,title,Lượt đọc,Lượt bình chọn,Chương,recommended_stories,badges,Thời gian
https://www.wattpad.com/story/211725692-vong-ti%E1%BB%87n-%C4%91%E1%BB%93ng-nh%C3%A2n-qt,1,"['madaotosu', 'vongtiện', 'đồngnhân']",https://img.wattpad.com/cover/211725692-256-k233878.jpg,Vong Tiện đồng nhân qt,"Lượt đọc 13,542",Lượt bình chọn 189,Chương 13,,['Hoàn thành'],Thời gian 66h 50m
https://www.wattpad.com/story/199078916-ngo%E1%BA%A1i-truy%E1%BB%87n-%C4%91%E1%BB%95i-cho-ng%C6%B0%E1%BB%9Di-m%E1%BB%99t-%C4%91%E1%BB%9Di-an-h%E1%BA%A3o,1,"['madaotosu', 'truylang', 'vongtien']",https://img.wattpad.com/cover/199078916-256-k231236.jpg,"Ngoại truyện "" Đổi cho người một đời an hảo""","Lượt đọc 22,857",Lượt bình chọn 740,Chương 10,,['Hoàn thành'],Thời gian 4h 9m
https://www.wattpad.com/story/208268200-vong-ti%E1%BB%87n-sao-bi%E1%BA%BFt-kh%C3%B4ng-ph%E1%BA%A3i-ph%C3%BAc,1,"['1x1', 'dammy', 'dongnhan', 'lamtram', 'lamvongco', 'machuongdongkhuu', 'madaotosu', 'mađạotổsư', 'mdts', 'mđts', 'nguyanh', 'nguyvotien', 'vongtien']",https://img.wattpad.com/cover/208268200-256-k968622.jpg,(Vong Tiện) Sao biết không phải phúc?,"Lượt đọc 21,080",Lượt bình chọn 906,Chương 14,,['Hoàn thành'],Thời gian 6h 6m
https://www.wattpad.com/story/275533019-tu%E1%BA%A5n-h%E1%BA%A1n-t%C3%B4i-v%C3%A0-ba-t%C3%B4i-l%C3%A0-quan-h%E1%BB%87-y%C3%AAu-%C4%91%C6%B0%C6%A1ng,1,"['1x1', 'dammy', 'doanvan', 'fanfiction', 'gongjun', 'hiendai', 'langlangdinh', 'sinhtuvan', 'tuanhan', 'tuấntriết', 'zhangzhehan']",https://img.wattpad.com/cover/275533019-256-k621581.jpg,[Tuấn Hạn] Tôi và ba tôi là quan hệ yêu đương,"Lượt đọc 36,777","Lượt bình chọn 2,325",Chương 35,,['Hoàn thành'],Thời gian 9h 39m
https://www.wattpad.com/story/208495874-t%C3%A1i-t%C6%B0%C6%A1ng-ph%C3%B9ng,1,"['madaotosu', 'vongtien', 'đồngnhân']",https://img.wattpad.com/cover/208495874-256-k209143.jpg,Tái tương phùng,"Lượt đọc 9,485",Lượt bình chọn 225,Chương 7,,['Hoàn thành'],Thời gian 6h 20m
https://www.wattpad.com/story/210365773-vong-ti%E1%BB%87n-edit-n%E1%BA%BFu-t%C3%A0ng-s%E1%BA%AFc-t%C3%A1n-nh%C3%A2n-sau-khi-ch%E1%BA%BFt,1,"['madaotosu', 'mđts', 'đammỹ', 'đồngnhân']",https://img.wattpad.com/cover/210365773-256-k927799.jpg,[Vong Tiện][Edit] Nếu Tàng Sắc Tán Nhân sau khi chết trở về,"Lượt đọc 67,744","Lượt bình chọn 5,423",Chương 27,,['Hoàn thành'],Thời gian 7h 19m
https://www.wattpad.com/story/207798024-sun-season-1,1,"['art', 'babies', 'boylove', 'boyxboy', 'cool', 'drama', 'family', 'firstlove', 'japan', 'lgbt', 'love', 'marriedlife', 'myanmar', 'normallove', 'novel', 'onesidedlove', 'owncreation', 'romance', 'seasonone', 'sweet', 'teenagers', 'teenlove']",https://img.wattpad.com/cover/207798024-256-k931046.jpg,SUN { Season 1 },"Lượt đọc 1,629,429","Lượt bình chọn 109,193",Chương 166,,['Hoàn thành'],Thời gian 122h 7m
https://www.wattpad.com/story/346066-there%27s-a-jock-in-my-bed-%E2%9C%93,1,"['boylove', 'boys', 'boyxboy', 'bxb', 'classics', 'freethelgbt', 'funny', 'gay', 'highschool', 'lgbt', 'love', 'manxman', 'novel', 'romance', 'slash', 'teenfiction', 'yaoi', 'young']",https://img.wattpad.com/cover/346066-256-k258946.jpg,There's A Jock in My Bed! [✓],"Lượt đọc 11,417,499","Lượt bình chọn 275,173",Chương 29,,['Hoàn thành'],Thời gian 5h 48m
https://www.wattpad.com/story/201235320-tamed-wolf,1,"['bl', 'boyslove', 'boytoboy', 'boyxboy', 'bxb', 'chen', 'chenine', 'college', 'j9', 'joong', 'joongnine', 'love', 'nine', 'romance', 'writtenwithpride', 'yaoi']",https://img.wattpad.com/cover/201235320-256-k500544.jpg,Tamed Wolf,"Lượt đọc 106,182","Lượt bình chọn 4,173",Chương 53,,['Hoàn thành'],Thời gian 6h 25m
https://www.wattpad.com/story/165109286-tr%C3%B9ng-sinh-xuy%C3%AAn-vi%E1%BB%87t-%C4%91%C3%ADch-ng%C5%A9-h%E1%BA%A3o-gia-%C4%91%C3%ACnh-edit,0,"['hàihước', 'xuyên', 'đammỹ']",https://img.wattpad.com/cover/165109286-256-k77649.jpg,Trùng sinh xuyên việt đích ngũ hảo gia đình - edit,"Lượt đọc 2,640",Lượt bình chọn 351,Chương 64,"['https://www.wattpad.com/story/311153984-abo-ho%C3%A0n-dm-nghe-n%C3%B3i-c%E1%BA%ADu-ch%E1%BB%89-xem-t%C3%B4i-l%C3%A0-b%E1%BA%A1n', 'https://www.wattpad.com/story/323606746-edit-quy%E1%BB%83n-3-mau-xuy%C3%AAn-c%C3%B4ng-l%C6%B0%E1%BB%A3c-%C4%91%E1%BB%8Bnh-ch%E1%BA%BF-boss', 'https://www.wattpad.com/story/344579679-%C4%91am-m%E1%BB%B9-cao-h-song-t%C3%ADnh-t%C3%B4i-mu%E1%BB%91n-ch%C6%A1i-%C4%91%C3%B9a-nam', 'https://www.wattpad.com/story/317114630-ho%C3%A0n-cao-h-h%E1%BB%87-th%E1%BB%91ng-s%E1%BB%A7ng-phi-bi%E1%BA%BFt-l%C3%A0m-n%C5%A9ng-t%E1%BB%91t-s%E1%BB%91', 'https://www.wattpad.com/story/316953795-ho%C3%A0n-cao-h-mau-xuy%C3%AAn-c%C3%B4ng-l%C6%B0%E1%BB%A3c-t%C3%ADnh-ph%C3%BAc', 'https://www.wattpad.com/story/196286711-reup-thi%E1%BA%BFu-t%C6%B0%E1%BB%9Bng-v%E1%BB%A3-ng%C3%A0i-c%C3%B3-thai-r%E1%BB%93i-%E5%B0%91%E5%B0%86%EF%BC%81%E4%BD%A0%E5%AA%B3%E5%A6%87%E6%9C%89%E4%BA%86%EF%BC%81', 'https://www.wattpad.com/story/238783440-k%E1%BA%BF-ho%E1%BA%A1ch-ngh%E1%BB%8Bch-t%E1%BA%ADp-c%E1%BB%A7a-c%E1%BB%A7i-m%E1%BB%A5c', 'https://www.wattpad.com/story/330941008-c%C3%A2y-n%E1%BA%A5m-nh%E1%BB%8F-nh%E1%BA%A5t-th%E1%BA%ADp-t%E1%BB%A9-ch%C3%A2u-reup', 'https://www.wattpad.com/story/358443772-edit-th%C3%B4-k%E1%BB%B9-thu%E1%BA%ADt-vi%C3%AAn-b%E1%BA%A3o-tr%C3%AC-thi%C3%AAn-t%C3%A0i-l%C3%BD-%C3%B4n', 'https://www.wattpad.com/story/355531251-sau-khi-%C3%A2m-thanh-n%E1%BB%99i-t%C3%A2m-c%E1%BB%A7a-ng%C6%B0%E1%BB%9Di-qua-%C4%91%C6%B0%E1%BB%9Dng-gi%C3%A1p']",['Đang sáng tác'],
https://www.wattpad.com/story/165242214-12-ch%C3%B2m-sao-ti%E1%BB%87m-caf%C3%A9-ho%C3%A0ng-%C4%91%E1%BA%A1o,0,"['12chomsao', 'bạchdương', 'bảobình', 'cugiai', 'cuocsongthuongnhat', 'hàihước', 'kimnguu', 'lãngmạng', 'maket', 'nhanma', 'songngu', 'songtu', 'sutu', 'thienbinh', 'thienyet', 'tiemcafehoangdao', 'xunu']",https://img.wattpad.com/cover/165242214-512-k190765.jpg,(12 chòm sao) Tiệm Café Hoàng Đạo,"Lượt đọc 14,886","Lượt bình chọn 1,060",Chương 26,"['https://www.wattpad.com/story/333907729-di%E1%BB%87p-l%C3%A2m-anh-x-trang-ph%C3%A1p-the-series', 'https://www.wattpad.com/story/356120382-taekook-b%E1%BA%AFt-n%E1%BA%A1t-hay-b%E1%BA%AFt-em', 'https://www.wattpad.com/story/346917883-taekook-abo-t%C3%B4i-ch%E1%BB%89-th%C3%ADch-m%C3%B9i-h%C6%B0%C6%A1ng-c%E1%BB%A7a-c%E1%BA%ADu', 'https://www.wattpad.com/story/359187296-nh%E1%BB%AFng-th%E1%BB%A9-nh%E1%BB%8F-nh%E1%BA%B7t-v%E1%BB%81-em-b%C3%A9-nho-v%C3%A0-ch%E1%BB%8B-g%E1%BA%A5u', 'https://www.wattpad.com/story/359072062-on2eus-kh%C3%B4ng-ph%E1%BA%A3i-gu', 'https://www.wattpad.com/story/332080555-taekook-con-trai-hi%E1%BB%87u-tr%C6%B0%E1%BB%9Fng', 'https://www.wattpad.com/story/358310731-taekook-abo-xin-%C4%91%E1%BB%ABng-h%C3%B4n-em', 'https://www.wattpad.com/story/348227295-seventeen-cu%E1%BB%99c-s%E1%BB%91ng-b%E1%BA%BF-t%E1%BA%AFc', 'https://www.wattpad.com/story/358876284-choker-%E2%80%A2-say', 'https://www.wattpad.com/story/358807599-f6-%C4%91%E1%BB%A5ng-nh%E1%BA%A7m-tr%C3%B9m-tr%C6%B0%E1%BB%9Dng']",['Đang sáng tác'],
https://www.wattpad.com/story/205102061-ho%C3%A0n-showbiz-%C4%91%E1%BB%83-anh-b%C6%B0%E1%BB%9Bc-v%C3%A0o-th%E1%BA%BF-gi%E1%BB%9Bi-trong-em,0,"['1v1', 'edit', 'hiệnđại', 'hàihước', 'meowteam', 'ngaaicatsontruc', 'ngontinh', 'ngọt', 'nhẹnhàng', 'showbiz', 'sung', 'traodoilinhhon']",https://img.wattpad.com/cover/205102061-256-k138763.jpg,[HOÀN - Showbiz] Để Anh Bước Vào Thế Giới Trong Em,,,,"['https://www.wattpad.com/story/205448272-m%E1%BB%99t-%C4%91%E1%BB%9Di-an-ca-edit', 'https://www.wattpad.com/story/213588116-ngh%C3%A8o-%C4%91%E1%BA%BFn-%C4%91%E1%BB%99-ph%E1%BA%A3i-d%E1%BB%B1a-m%E1%BA%B7t-ki%E1%BA%BFm-c%C6%A1m-gi%E1%BB%9Bi-gi%E1%BA%A3i-tr%C3%AD', 'https://www.wattpad.com/story/216469737-edit-ch%C3%BA-ti%C3%AAu-l%C3%BAc-n%C3%A0o-c%C5%A9ng-t%E1%BB%A9c-gi%E1%BA%ADn', 'https://www.wattpad.com/story/212986963-edit-showbiz-s%E1%BB%A7ng-h%C3%B4n-ch%C3%A2u-nguy%C3%AAn', 'https://www.wattpad.com/story/197852042-hi%E1%BB%87n-%C4%91%E1%BA%A1i-edit-12-%C4%91%E1%BB%99-ng%E1%BB%8Dt-b%E1%BA%A3n-l%E1%BA%ADt-t%E1%BB%AD', 'https://www.wattpad.com/story/345081330-ho%C3%A0n-to%C3%A0n-th%E1%BA%BF-gi%E1%BB%9Bi-anh-ch%E1%BB%89-th%C3%ADch-em-d%E1%BA%A1-t%E1%BB%AD-t%C3%A2n']",,
https://www.wattpad.com/story/109872445-%C4%83n-s%E1%BA%A1ch-s%C3%A0nh-sanh-y%C3%AAu-ch%E1%BA%BFt-em,0,"['1v1', '3s', 'hiệnđại', 'hàihước', 'hđ', 'hệ', 'ngẫunhiên', 'sắc']",https://img.wattpad.com/cover/109872445-256-k254847.jpg,ĂN SẠCH SÀNH SANH YÊU CHẾT EM,"Lượt đọc 177,072","Lượt bình chọn 2,554",Chương 12,"['https://www.wattpad.com/story/357895927-geminifourth-phi%E1%BB%81n-ph%E1%BB%A9c-tao-y%C3%AAu-m%C3%A0y', 'https://www.wattpad.com/story/322159204-edit-tr%C3%A1nh-xa-nam-th%E1%BA%A7n-c%E1%BB%91-ch%E1%BA%A5p', 'https://www.wattpad.com/story/361376669-%E2%80%A2-c%C3%BAn-x-g%E1%BA%A5u-%E2%80%A2', 'https://www.wattpad.com/story/344759335-%C4%91am-m%E1%BB%B9-tr%E1%BB%99m-gi%C3%B3-ch%E1%BA%B3ng-tr%E1%BB%99m-tr%C4%83ng', 'https://www.wattpad.com/story/352181218-%C4%91m-edit-nh%E1%BB%AFng-n%C4%83m-th%C3%A1ng-t%C3%B4i-nh%E1%BA%A3y-qua-nh%E1%BA%A3y-l%E1%BA%A1i-%E1%BB%9F', 'https://www.wattpad.com/story/344759739-%C4%91am-m%E1%BB%B9-l%E1%BB%9Di-mu%E1%BB%91n-n%C3%B3i-tr%C3%B3i-ch%E1%BA%B3ng-%C4%91%E1%BA%B7ng', 'https://www.wattpad.com/story/358347259-th%E1%BA%BF-th%C3%A2n-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-ch%C3%AA-tr%E1%BB%8Dng-sinh', 'https://www.wattpad.com/story/351258335-%E2%97%8Fgeminifourth%E2%97%8F-oneshort-h%2B', 'https://www.wattpad.com/story/351706760-%C4%91m-sau-khi-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-gh%C3%A9t-ch%E1%BA%BFt-%C4%91i-t%E1%BA%A5t-c%E1%BA%A3-k%E1%BA%BB-th%C3%B9', 'https://www.wattpad.com/story/323873595-cao-h-edit-th%C3%B4-t%E1%BB%A5c-giao-d%E1%BB%8Bch-ti%E1%BB%81n-s%E1%BA%AFc-ng%C3%A3-%C3%A1i-c%E1%BA%ADt']",['Hoàn thành'],
https://www.wattpad.com/story/161077537-ho%C3%A0n-xu%C3%A2n-ng%E1%BB%91c-ph%C3%B3-du,0,"['hàihước', 'ngontinh', 'ngọt', 'phodu', 'sung', 'xuanngoc']",https://img.wattpad.com/cover/161077537-256-k345001.jpg,[HOÀN] XUÂN NGỐC - PHÓ DU,"Lượt đọc 33,125",Lượt bình chọn 866,Chương 70,"['https://www.wattpad.com/story/348528662-ta-d%E1%BB%B1a-v%C3%A0o-b%C3%A3i-l%E1%BA%A1n-c%E1%BB%A9u-v%E1%BB%9Bt-to%C3%A0n-t%C3%B4ng-m%C3%B4n-edit', 'https://www.wattpad.com/story/358364779-lck-m%E1%BB%97i-ng%C3%A0y-m%E1%BB%99t-c%C3%A2u-chuy%E1%BB%87n', 'https://www.wattpad.com/story/327555417-%C4%91m-thi%E1%BA%BFu-gia-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-th%C3%A0nh-vai-%C3%A1c-b%E1%BA%A1ch', 'https://www.wattpad.com/story/338269038-l%E1%BB%ADng-m%E1%BA%ADt-%E1%BB%9F-tinh-t%E1%BA%BF', 'https://www.wattpad.com/story/316930077-jjk-edit-okkotsu-yuuta-ch%C3%ADnh-l%C3%A0-y%C3%AAu-m%C3%A0-kh%C3%B4ng-d%C3%A1m', 'https://www.wattpad.com/story/356258026-sau-khi-%C4%91i%C3%AAn-cu%E1%BB%93ng-quy%E1%BA%BFn-r%C5%A9-s%C6%B0-%C4%91%E1%BB%87-t%C3%B4i-tr%E1%BB%9F-th%C3%A0nh', 'https://www.wattpad.com/story/358919862-%F0%9D%99%B2%F0%9D%9A%84%F0%9D%99%B0-%F0%9D%99%BB%E1%BA%A1%F0%9D%99%B8-%F0%9D%99%BD%F0%9D%99%B6%C6%B0%E1%BB%9D%F0%9D%99%B8-%F0%9D%9A%88%C3%AA%F0%9D%9A%84-%F0%9D%99%B2%C5%A9-f6', 'https://www.wattpad.com/story/341159110-guria-oan-gia', 'https://www.wattpad.com/story/350506848-anh-ch%E1%BB%A7-tr%E1%BB%8D-%C4%91%E1%BA%B9p-trai-v%C3%A0-bi%E1%BB%87t-%C4%91%E1%BB%99i-b%C3%A1o-th%E1%BB%A7-12-ng%C6%B0%E1%BB%9Di', 'https://www.wattpad.com/story/332808642-edit-ho%C3%A0n-b%C3%A9-th%E1%BB%A5-khi%E1%BA%BFm-th%C3%ADnh-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-bu%C3%B4ng']",['Hoàn thành'],
https://www.wattpad.com/story/219610844-c%C3%B4-ch%E1%BB%A7-nh%E1%BB%8F-c%E1%BB%A7a-c%E1%BB%ADa-h%C3%A0ng-th%C3%BA-c%C6%B0ng,0,"['hàihước', 'ngon', 'ngontinh', 'sung']",https://img.wattpad.com/cover/219610844-256-k158180.jpg,Cô chủ nhỏ của cửa hàng thú cưng,"Lượt đọc 103,460","Lượt bình chọn 8,178",Chương 68,"['https://www.wattpad.com/story/351706760-%C4%91m-sau-khi-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-gh%C3%A9t-ch%E1%BA%BFt-%C4%91i-t%E1%BA%A5t-c%E1%BA%A3-k%E1%BA%BB-th%C3%B9', 'https://www.wattpad.com/story/351258335-%E2%97%8Fgeminifourth%E2%97%8F-oneshort-h%2B', 'https://www.wattpad.com/story/361376669-%E2%80%A2-c%C3%BAn-x-g%E1%BA%A5u-%E2%80%A2', 'https://www.wattpad.com/story/352181218-%C4%91m-edit-nh%E1%BB%AFng-n%C4%83m-th%C3%A1ng-t%C3%B4i-nh%E1%BA%A3y-qua-nh%E1%BA%A3y-l%E1%BA%A1i-%E1%BB%9F', 'https://www.wattpad.com/story/358347259-th%E1%BA%BF-th%C3%A2n-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-ch%C3%AA-tr%E1%BB%8Dng-sinh', 'https://www.wattpad.com/story/357895927-geminifourth-phi%E1%BB%81n-ph%E1%BB%A9c-tao-y%C3%AAu-m%C3%A0y', 'https://www.wattpad.com/story/323873595-cao-h-edit-th%C3%B4-t%E1%BB%A5c-giao-d%E1%BB%8Bch-ti%E1%BB%81n-s%E1%BA%AFc-ng%C3%A3-%C3%A1i-c%E1%BA%ADt', 'https://www.wattpad.com/story/322159204-edit-tr%C3%A1nh-xa-nam-th%E1%BA%A7n-c%E1%BB%91-ch%E1%BA%A5p', 'https://www.wattpad.com/story/344759739-%C4%91am-m%E1%BB%B9-l%E1%BB%9Di-mu%E1%BB%91n-n%C3%B3i-tr%C3%B3i-ch%E1%BA%B3ng-%C4%91%E1%BA%B7ng', 'https://www.wattpad.com/story/344759335-%C4%91am-m%E1%BB%B9-tr%E1%BB%99m-gi%C3%B3-ch%E1%BA%B3ng-tr%E1%BB%99m-tr%C4%83ng']",['Hoàn thành'],
https://www.wattpad.com/story/177673528-mau-xuy%C3%AAn-edit-xuy%C3%AAn-th%C3%A0nh-nam-ph%E1%BB%A5-b%E1%BA%BB-cong-nam,0,"['1vs1', 'chủthụ', 'dammie', 'hàihước', 'khoáixuyên', 'nhẹnhàng', 'xuyênnhanh', 'ývịnhânsinh']",https://img.wattpad.com/cover/177673528-256-k277746.jpg,[Mau xuyên/Edit] XUYÊN THÀNH NAM PHỤ BẺ CONG NAM CHÍNH !,"Lượt đọc 955,409","Lượt bình chọn 88,089",Chương 164,"['https://www.wattpad.com/story/360920199-c%C3%A1-tr%C3%AAn-tr%E1%BB%9Di', 'https://www.wattpad.com/story/238854303-full-bad-boy-y%C3%AAu-nh%E1%BA%A7m-bad-girl', 'https://www.wattpad.com/story/348878702-edit-ho%C3%A0n-sau-khi-xem-m%E1%BA%AFt-c%C3%B9ng-nam-th%E1%BA%A7n-e-sport', 'https://www.wattpad.com/story/353744282-si-m%C3%AA-em', 'https://www.wattpad.com/story/350328108-gi%E1%BA%A3-%C4%91%E1%BB%A9ng-%C4%91%E1%BA%AFn', 'https://www.wattpad.com/story/262936500-edit-b%E1%BB%8B-nh%C3%B3c-%C4%91%C3%A1ng-th%C6%B0%C6%A1ng-m%E1%BB%99t-tay-nu%C3%B4i-l%E1%BB%9Bn-%C4%91%C3%A8-r%E1%BB%93i', 'https://www.wattpad.com/story/334658580-full-%C4%91%C3%A1-chanh-tuy%E1%BA%BFt', 'https://www.wattpad.com/story/343187943-edit-%C4%91m-h%E1%BB%8Dc-ngoan', 'https://www.wattpad.com/story/350829847-vi%E1%BB%87t-qu%E1%BA%A5t-%C4%91%C3%A1-xay', 'https://www.wattpad.com/story/335713505-%C4%91m-ho%C3%A0n-b%C3%A1c-s%C4%A9-giang-mang-thai-con-c%E1%BB%A7a-%C4%91%E1%BB%91i-th%E1%BB%A7']",['Đang sáng tác'],
https://www.wattpad.com/story/152354981-ho%C3%A0n-%C4%91%E1%BB%99c-s%E1%BB%A7ng-th%C3%A1nh-t%C3%A2m-edit-th%E1%BB%8Bnh-th%E1%BA%BF-thanh-ca,0,"['16', 'codai', 'cungdau', 'hàihước', 'namcuong', 'nguyênsang', 'nữcường', 'sung', 'vamat']",https://img.wattpad.com/cover/152354981-256-k403053.jpg,[HOÀN] Độc Sủng Thánh Tâm [ Edit ] - Thịnh Thế Thanh Ca,"Lượt đọc 4,116,271","Lượt bình chọn 136,422",Chương 177,"['https://www.wattpad.com/story/344759335-%C4%91am-m%E1%BB%B9-tr%E1%BB%99m-gi%C3%B3-ch%E1%BA%B3ng-tr%E1%BB%99m-tr%C4%83ng', 'https://www.wattpad.com/story/352181218-%C4%91m-edit-nh%E1%BB%AFng-n%C4%83m-th%C3%A1ng-t%C3%B4i-nh%E1%BA%A3y-qua-nh%E1%BA%A3y-l%E1%BA%A1i-%E1%BB%9F', 'https://www.wattpad.com/story/322159204-edit-tr%C3%A1nh-xa-nam-th%E1%BA%A7n-c%E1%BB%91-ch%E1%BA%A5p', 'https://www.wattpad.com/story/358347259-th%E1%BA%BF-th%C3%A2n-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-ch%C3%AA-tr%E1%BB%8Dng-sinh', 'https://www.wattpad.com/story/323873595-cao-h-edit-th%C3%B4-t%E1%BB%A5c-giao-d%E1%BB%8Bch-ti%E1%BB%81n-s%E1%BA%AFc-ng%C3%A3-%C3%A1i-c%E1%BA%ADt', 'https://www.wattpad.com/story/357895927-geminifourth-phi%E1%BB%81n-ph%E1%BB%A9c-tao-y%C3%AAu-m%C3%A0y', 'https://www.wattpad.com/story/344759739-%C4%91am-m%E1%BB%B9-l%E1%BB%9Di-mu%E1%BB%91n-n%C3%B3i-tr%C3%B3i-ch%E1%BA%B3ng-%C4%91%E1%BA%B7ng', 'https://www.wattpad.com/story/361376669-%E2%80%A2-c%C3%BAn-x-g%E1%BA%A5u-%E2%80%A2', 'https://www.wattpad.com/story/351706760-%C4%91m-sau-khi-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-gh%C3%A9t-ch%E1%BA%BFt-%C4%91i-t%E1%BA%A5t-c%E1%BA%A3-k%E1%BA%BB-th%C3%B9', 'https://www.wattpad.com/story/351258335-%E2%97%8Fgeminifourth%E2%97%8F-oneshort-h%2B']",['Hoàn thành'],
https://www.wattpad.com/story/224600009-ho%C3%A0n-edit-1-76-weibo-c%E1%BB%A7a-t%C3%B4i-c%C3%B3-th%E1%BB%83-%C4%91o%C3%A1n-m%E1%BB%87nh,0,"['ala', 'dịnăng', 'hethong', 'hàihước', 'hệ', 'khuongchingu', 'ngontinh', 'ngọt', 'trinhtham', 'trongsinh']",https://img.wattpad.com/cover/224600009-256-k133320.jpg,[Hoàn EDIT 1-76] WEIBO CỦA TÔI CÓ THỂ ĐOÁN MỆNH - Khương Chi Ngư,"Lượt đọc 457,479","Lượt bình chọn 34,647",Chương 77,"['https://www.wattpad.com/story/354344438-allbin-xuy%C3%AAn-kh%C3%B4ng-tr%E1%BB%9F-th%C3%A0nh-ph%C3%A1p-s%C6%B0', 'https://www.wattpad.com/story/354525797-full-l%E1%BB%9Di-gi%E1%BA%A3i-t-c%E1%BB%ADu-th%E1%BA%ADp-h%E1%BA%A1', 'https://www.wattpad.com/story/247350087-thi%C3%AAn-quan-t%E1%BB%A9-ph%C3%BAc', 'https://www.wattpad.com/story/324735196-l%C3%B2ng-ng%C6%B0%E1%BB%9Di-nh%C6%B0-r%E1%BA%AFn-nam-hoan-n%E1%BB%AF-%C3%A1i-sau-l%C6%B0ng-c%E1%BB%95', 'https://www.wattpad.com/story/352751310-t%C3%A0-th%E1%BA%A7n-bi%E1%BA%BFn-th%C3%A1i-b%C3%A1m-ri%E1%BA%BFt-theo-t%C3%B4i-kh%C3%B4ng-r%E1%BB%9Di', 'https://www.wattpad.com/story/290256719-c%E1%BB%ADa-h%C3%A0ng-nhang-%C4%91%C3%A8n-c%E1%BB%A7a-ti%E1%BB%83u-l%C3%A3o-b%E1%BA%A3n-ho%C3%A0n', 'https://www.wattpad.com/story/358583971-bhtt-edit-ho%C3%A0n-thao-t%C3%BAng-tim-t%C3%B4i-c%C3%B3-h', 'https://www.wattpad.com/story/247068937-1%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/357126482-allreo-c%E1%BB%95-t%C3%ADch-c%E1%BB%A7a-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn', 'https://www.wattpad.com/story/355752587-%C4%91%C3%B4i-m%E1%BA%AFt-m%C3%A0u-m%C3%A1u-hi%E1%BA%BFucris-huycris']",['Đang sáng tác'],
https://www.wattpad.com/story/206261797-%C4%91%C3%AAm-%C4%91%E1%BA%A7u-b%E1%BB%8B-tr%E1%BB%99m-_-aob-_-%C4%91enxcam-19-days-fanfic,0,"['19days', 'alphaxomega', 'aob', 'bl', 'caoh', 'fanfic', 'hàihước', 'hạthiên', 'hạthiênxmạcquansơn', 'họcđường', 'mạcquansơn', 'tianshan', 'đammỹ', 'đencam', 'đenxcam']",https://img.wattpad.com/cover/206261797-256-k38664.jpg,Đêm Đầu Bị Trộm _ AOB _ [ĐenxCam] - 19 days (fanfic dịch),"Lượt đọc 59,300","Lượt bình chọn 3,357",Chương 4,"['https://www.wattpad.com/story/332080555-taekook-con-trai-hi%E1%BB%87u-tr%C6%B0%E1%BB%9Fng', 'https://www.wattpad.com/story/359187296-nh%E1%BB%AFng-th%E1%BB%A9-nh%E1%BB%8F-nh%E1%BA%B7t-v%E1%BB%81-em-b%C3%A9-nho-v%C3%A0-ch%E1%BB%8B-g%E1%BA%A5u', 'https://www.wattpad.com/story/333907729-di%E1%BB%87p-l%C3%A2m-anh-x-trang-ph%C3%A1p-the-series', 'https://www.wattpad.com/story/356120382-taekook-b%E1%BA%AFt-n%E1%BA%A1t-hay-b%E1%BA%AFt-em', 'https://www.wattpad.com/story/346917883-taekook-abo-t%C3%B4i-ch%E1%BB%89-th%C3%ADch-m%C3%B9i-h%C6%B0%C6%A1ng-c%E1%BB%A7a-c%E1%BA%ADu', 'https://www.wattpad.com/story/348227295-seventeen-cu%E1%BB%99c-s%E1%BB%91ng-b%E1%BA%BF-t%E1%BA%AFc', 'https://www.wattpad.com/story/358807599-f6-%C4%91%E1%BB%A5ng-nh%E1%BA%A7m-tr%C3%B9m-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/358876284-choker-%E2%80%A2-say', 'https://www.wattpad.com/story/359072062-on2eus-kh%C3%B4ng-ph%E1%BA%A3i-gu', 'https://www.wattpad.com/story/358310731-taekook-abo-xin-%C4%91%E1%BB%ABng-h%C3%B4n-em']","['Hoàn thành', 'Trưởng thành']",
