link,depth,story_tags_list,cover_img,title,Lượt đọc,Lượt bình chọn,Chương,recommended_stories,badges,Thời gian
https://www.wattpad.com/story/186494874-%C4%91am-m%E1%BB%B9-ng%C6%B0%E1%BB%9Di-anh-em-ch%C6%A1i-l%C6%B0%E1%BB%A1i-l%C3%AA-kh%C3%B4ng-ho%C3%A0n,0,"['abo', 'hàihước', 'đammỹ', 'đoảnvăn']",https://img.wattpad.com/cover/186494874-256-k828704.jpg,"[Đam mỹ]NGƯỜI ANH EM, CHƠI LƯỠI LÊ KHÔNG? [HOÀN]","Lượt đọc 32,856","Lượt bình chọn 2,852",Chương 44,"['https://www.wattpad.com/story/358364779-lck-m%E1%BB%97i-ng%C3%A0y-m%E1%BB%99t-c%C3%A2u-chuy%E1%BB%87n', 'https://www.wattpad.com/story/316930077-jjk-edit-okkotsu-yuuta-ch%C3%ADnh-l%C3%A0-y%C3%AAu-m%C3%A0-kh%C3%B4ng-d%C3%A1m', 'https://www.wattpad.com/story/356258026-sau-khi-%C4%91i%C3%AAn-cu%E1%BB%93ng-quy%E1%BA%BFn-r%C5%A9-s%C6%B0-%C4%91%E1%BB%87-t%C3%B4i-tr%E1%BB%9F-th%C3%A0nh', 'https://www.wattpad.com/story/338269038-l%E1%BB%ADng-m%E1%BA%ADt-%E1%BB%9F-tinh-t%E1%BA%BF', 'https://www.wattpad.com/story/358919862-%F0%9D%99%B2%F0%9D%9A%84%F0%9D%99%B0-%F0%9D%99%BB%E1%BA%A1%F0%9D%99%B8-%F0%9D%99%BD%F0%9D%99%B6%C6%B0%E1%BB%9D%F0%9D%99%B8-%F0%9D%9A%88%C3%AA%F0%9D%9A%84-%F0%9D%99%B2%C5%A9-f6', 'https://www.wattpad.com/story/350506848-anh-ch%E1%BB%A7-tr%E1%BB%8D-%C4%91%E1%BA%B9p-trai-v%C3%A0-bi%E1%BB%87t-%C4%91%E1%BB%99i-b%C3%A1o-th%E1%BB%A7-12-ng%C6%B0%E1%BB%9Di', 'https://www.wattpad.com/story/341159110-guria-oan-gia', 'https://www.wattpad.com/story/332808642-edit-ho%C3%A0n-b%C3%A9-th%E1%BB%A5-khi%E1%BA%BFm-th%C3%ADnh-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-bu%C3%B4ng', 'https://www.wattpad.com/story/327555417-%C4%91m-thi%E1%BA%BFu-gia-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-th%C3%A0nh-vai-%C3%A1c-b%E1%BA%A1ch', 'https://www.wattpad.com/story/348528662-ta-d%E1%BB%B1a-v%C3%A0o-b%C3%A3i-l%E1%BA%A1n-c%E1%BB%A9u-v%E1%BB%9Bt-to%C3%A0n-t%C3%B4ng-m%C3%B4n-edit']",['Hoàn thành'],
https://www.wattpad.com/story/25339998-bh-edit-full-%C3%A1ch-t%E1%BB%B7-ng%C6%B0%C6%A1i-%C4%91ang-l%C3%A0m-g%C3%AC-m%E1%BB%97-z-h%2B,0,"['bachhop', 'bachhopfan', 'bhtt', 'edit', 'full', 'girllove', 'girlxgirl', 'hscene', 'hàihước', 'truyệnlãngmạn']",https://img.wattpad.com/cover/25339998-256-k222874.jpg,"[BH][Edit Full] Ách. . Tỷ, ngươi đang làm gì? - Mỗ Z (H+) [Hoàn]","Lượt đọc 730,441","Lượt bình chọn 22,168",Chương 42,"['https://www.wattpad.com/story/360688023-trangngoc-cover-n%E1%BB%AF-minh-tinh-v%C3%A0-tr%E1%BB%A3-l%C3%BD-c%E1%BB%A7a-c%C3%B4-%E1%BA%A5y', 'https://www.wattpad.com/story/346516823-editing-b%C3%A9-omega-xuy%C3%AAn-%C4%91%E1%BA%BFn-show-thi%E1%BA%BFu-nhi-tr%E1%BB%9F-n%C3%AAn', 'https://www.wattpad.com/story/335016413-full-%C4%91am-m%E1%BB%B9-hoa-h%E1%BB%93ng-%C4%91%E1%BB%8F-v%C3%A0-hoa-h%E1%BB%93ng-tr%E1%BA%AFng-%E1%BB%9F-b%C3%AAn', 'https://www.wattpad.com/story/360328844-nam-th%E1%BA%A7n-%E1%BB%9F-c%C3%B9ng-nh%C3%A0-v%E1%BB%9Bi-t%C3%B4i', 'https://www.wattpad.com/story/354929334-m%E1%BB%8Di-%C6%B0u-ti%C3%AAn-cho-em', 'https://www.wattpad.com/story/349677451-tr%C6%B0%E1%BB%9Bc-khi-anh-%C4%91%E1%BA%BFn', 'https://www.wattpad.com/story/339118096-sinh-%C4%91%C6%B0%E1%BB%A3c-ng%C6%B0%E1%BB%9Di-th%E1%BB%ABa-k%E1%BA%BF-h%C3%A0o-m%C3%B4n-t%C3%B4i-hu%C3%AAnh-hoang', 'https://www.wattpad.com/story/357665435-nh%E1%BA%ADt-th%E1%BB%B1c-to%C3%A0n-ph%E1%BA%A7n', 'https://www.wattpad.com/story/355932782-%C4%91m-sau-khi-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-s%C3%A1ch-ph%C3%A1t-hi%E1%BB%87n-c%E1%BA%A3-nh%C3%A0-%C4%91%E1%BB%81u']",['Hoàn thành'],
https://www.wattpad.com/story/173461348-%C4%91m-c%E1%BB%95-%C4%91%E1%BA%A1i-b%E1%BB%9Bi-ra-m%E1%BB%99t-v%E1%BB%8B-v%C6%B0%C6%A1ng-gia-b%E1%BB%87nh-t%E1%BA%ADt-tri%E1%BB%81n,0,"['1vs1', 'cungđình', 'cổtrang', 'huyềnhuyễn', 'hàihước', 'tìnhhữuđộcchung', 'đammỹ']",https://img.wattpad.com/cover/173461348-512-k580790.jpg,[ĐM-CỔ ĐẠI] Bới ra một vị vương gia bệnh tật triền miên - Bát Thiên Sở Kiều,"Lượt đọc 42,788","Lượt bình chọn 4,106",Chương 33,"['https://www.wattpad.com/story/323104262-edit-bhtt-t%C3%ACnh-%C4%91%E1%BA%A7u-qu%E1%BB%91c-d%C3%A2n-omega-lu%C3%B4n-mu%E1%BB%91n-%C4%91%E1%BB%99c', 'https://www.wattpad.com/story/291678534-ho%C3%A0n-abo-sau-khi-gi%E1%BA%A3-a-b%E1%BA%A1i-l%E1%BB%99-t%C3%B4i-mang-thai-con', 'https://www.wattpad.com/story/343562119-edit-%C4%91m-h%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-sinh-t%E1%BB%93n-c%E1%BB%A7a-th%C3%A1i-y-h%E1%BA%AFc-li%C3%AAn', 'https://www.wattpad.com/story/359087248-%C4%91m-edit-b%C3%A9-ng%E1%BB%91c-c%C5%A9ng-%C4%91%C6%B0%E1%BB%A3c-nh%C3%A0-gi%C3%A0u-nu%C3%B4ng-chi%E1%BB%81u', 'https://www.wattpad.com/story/351819722-%C4%91m-ng%E1%BB%A7-s%E1%BB%9Bm-m%E1%BB%99t-ch%C3%BAt', 'https://www.wattpad.com/story/360928679-ngo%E1%BA%A1i-t%C3%ACnh-v%C3%B4-s%E1%BB%91-l%E1%BA%A7n', 'https://www.wattpad.com/story/331970524-%C4%91am-m%E1%BB%B9-edit-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-gh%C3%A9t-c%E1%BA%ADu-ta-ngh%C4%A9-th%C3%B4ng-su%E1%BB%91t', 'https://www.wattpad.com/story/323683665-%C4%91m-ho%C3%A0ng-h%E1%BA%ADu-nh%C3%A1t-gan', 'https://www.wattpad.com/story/218829824-%C4%91m-ho%C3%A0n-gi%E1%BA%A3-k%E1%BA%BFt-h%C3%B4n-xong-t%C3%B4i-%C4%91em-con-chu%E1%BB%93n-l%E1%BA%B9', 'https://www.wattpad.com/story/358376031-bhtt-edit-n%C6%A1i-m%E1%BA%B7t-tr%E1%BB%9Di-chi%E1%BA%BFu-r%E1%BB%8Di-m%E1%BA%ABn-nhi%C3%AAn']",['Đang sáng tác'],
https://www.wattpad.com/story/194524096-edit-thi%E1%BA%BFt-l%E1%BA%ADp-n%C3%A0y-h%E1%BB%8Fng-r%E1%BB%93i-1-199,0,"['1vs1', 'dammy', 'hàihước', 'tươnglai', 'xuyênthư']",https://img.wattpad.com/cover/194524096-256-k502652.jpg,[Edit] Thiết Lập Này Hỏng Rồi (1-199),"Lượt đọc 386,539","Lượt bình chọn 35,538",Chương 200,"['https://www.wattpad.com/story/358919862-%F0%9D%99%B2%F0%9D%9A%84%F0%9D%99%B0-%F0%9D%99%BB%E1%BA%A1%F0%9D%99%B8-%F0%9D%99%BD%F0%9D%99%B6%C6%B0%E1%BB%9D%F0%9D%99%B8-%F0%9D%9A%88%C3%AA%F0%9D%9A%84-%F0%9D%99%B2%C5%A9-f6', 'https://www.wattpad.com/story/350506848-anh-ch%E1%BB%A7-tr%E1%BB%8D-%C4%91%E1%BA%B9p-trai-v%C3%A0-bi%E1%BB%87t-%C4%91%E1%BB%99i-b%C3%A1o-th%E1%BB%A7-12-ng%C6%B0%E1%BB%9Di', 'https://www.wattpad.com/story/358364779-lck-m%E1%BB%97i-ng%C3%A0y-m%E1%BB%99t-c%C3%A2u-chuy%E1%BB%87n', 'https://www.wattpad.com/story/348528662-ta-d%E1%BB%B1a-v%C3%A0o-b%C3%A3i-l%E1%BA%A1n-c%E1%BB%A9u-v%E1%BB%9Bt-to%C3%A0n-t%C3%B4ng-m%C3%B4n-edit', 'https://www.wattpad.com/story/332808642-edit-ho%C3%A0n-b%C3%A9-th%E1%BB%A5-khi%E1%BA%BFm-th%C3%ADnh-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-bu%C3%B4ng', 'https://www.wattpad.com/story/356258026-sau-khi-%C4%91i%C3%AAn-cu%E1%BB%93ng-quy%E1%BA%BFn-r%C5%A9-s%C6%B0-%C4%91%E1%BB%87-t%C3%B4i-tr%E1%BB%9F-th%C3%A0nh', 'https://www.wattpad.com/story/341159110-guria-oan-gia', 'https://www.wattpad.com/story/327555417-%C4%91m-thi%E1%BA%BFu-gia-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-th%C3%A0nh-vai-%C3%A1c-b%E1%BA%A1ch', 'https://www.wattpad.com/story/316930077-jjk-edit-okkotsu-yuuta-ch%C3%ADnh-l%C3%A0-y%C3%AAu-m%C3%A0-kh%C3%B4ng-d%C3%A1m', 'https://www.wattpad.com/story/338269038-l%E1%BB%ADng-m%E1%BA%ADt-%E1%BB%9F-tinh-t%E1%BA%BF']",['Hoàn thành'],
https://www.wattpad.com/story/90025898-bh-edit-ho%C3%A0n-g%E1%BB%8Di-gia-tr%C6%B0%E1%BB%9Fng-ng%C6%B0%C6%A1i-t%E1%BB%9Bi-m%E1%BB%99t-chuy%E1%BA%BFn,0,"['bh', 'hài', 'hàihước', 'hước']",https://img.wattpad.com/cover/90025898-256-k142433.jpg,[BH]-[Edit-hoàn]-Gọi gia trưởng ngươi tới một chuyến!,"Lượt đọc 388,293","Lượt bình chọn 21,363",Chương 101,"['https://www.wattpad.com/story/350506848-anh-ch%E1%BB%A7-tr%E1%BB%8D-%C4%91%E1%BA%B9p-trai-v%C3%A0-bi%E1%BB%87t-%C4%91%E1%BB%99i-b%C3%A1o-th%E1%BB%A7-12-ng%C6%B0%E1%BB%9Di', 'https://www.wattpad.com/story/341159110-guria-oan-gia', 'https://www.wattpad.com/story/356258026-sau-khi-%C4%91i%C3%AAn-cu%E1%BB%93ng-quy%E1%BA%BFn-r%C5%A9-s%C6%B0-%C4%91%E1%BB%87-t%C3%B4i-tr%E1%BB%9F-th%C3%A0nh', 'https://www.wattpad.com/story/358364779-lck-m%E1%BB%97i-ng%C3%A0y-m%E1%BB%99t-c%C3%A2u-chuy%E1%BB%87n', 'https://www.wattpad.com/story/348528662-ta-d%E1%BB%B1a-v%C3%A0o-b%C3%A3i-l%E1%BA%A1n-c%E1%BB%A9u-v%E1%BB%9Bt-to%C3%A0n-t%C3%B4ng-m%C3%B4n-edit', 'https://www.wattpad.com/story/327555417-%C4%91m-thi%E1%BA%BFu-gia-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-th%C3%A0nh-vai-%C3%A1c-b%E1%BA%A1ch', 'https://www.wattpad.com/story/332808642-edit-ho%C3%A0n-b%C3%A9-th%E1%BB%A5-khi%E1%BA%BFm-th%C3%ADnh-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-bu%C3%B4ng', 'https://www.wattpad.com/story/316930077-jjk-edit-okkotsu-yuuta-ch%C3%ADnh-l%C3%A0-y%C3%AAu-m%C3%A0-kh%C3%B4ng-d%C3%A1m', 'https://www.wattpad.com/story/358919862-%F0%9D%99%B2%F0%9D%9A%84%F0%9D%99%B0-%F0%9D%99%BB%E1%BA%A1%F0%9D%99%B8-%F0%9D%99%BD%F0%9D%99%B6%C6%B0%E1%BB%9D%F0%9D%99%B8-%F0%9D%9A%88%C3%AA%F0%9D%9A%84-%F0%9D%99%B2%C5%A9-f6', 'https://www.wattpad.com/story/338269038-l%E1%BB%ADng-m%E1%BA%ADt-%E1%BB%9F-tinh-t%E1%BA%BF']",['Đang sáng tác'],
https://www.wattpad.com/story/179170704-vkook-xuy%C3%AAn-kh%C3%B4ng-ho%C3%A0ng-th%C6%B0%E1%BB%A3ng-%C4%91%C3%A1ng-gh%C3%A9t-t%C3%B4i,0,"['dammy', 'hopemin', 'hàihước', 'namjin', 'taekook', 'vkook', 'xuyênkhông', 'đãhoànthành']",https://img.wattpad.com/cover/179170704-256-k496621.jpg,"[ Vkook ] ( Xuyên không ) Hoàng thượng đáng ghét , tôi thích anh mất rồi !!!!?","Lượt đọc 246,263","Lượt bình chọn 16,747",Chương 22,"['https://www.wattpad.com/story/332080555-taekook-con-trai-hi%E1%BB%87u-tr%C6%B0%E1%BB%9Fng', 'https://www.wattpad.com/story/333907729-di%E1%BB%87p-l%C3%A2m-anh-x-trang-ph%C3%A1p-the-series', 'https://www.wattpad.com/story/348227295-seventeen-cu%E1%BB%99c-s%E1%BB%91ng-b%E1%BA%BF-t%E1%BA%AFc', 'https://www.wattpad.com/story/358876284-choker-%E2%80%A2-say', 'https://www.wattpad.com/story/359072062-on2eus-kh%C3%B4ng-ph%E1%BA%A3i-gu', 'https://www.wattpad.com/story/359187296-nh%E1%BB%AFng-th%E1%BB%A9-nh%E1%BB%8F-nh%E1%BA%B7t-v%E1%BB%81-em-b%C3%A9-nho-v%C3%A0-ch%E1%BB%8B-g%E1%BA%A5u', 'https://www.wattpad.com/story/358310731-taekook-abo-xin-%C4%91%E1%BB%ABng-h%C3%B4n-em', 'https://www.wattpad.com/story/346917883-taekook-abo-t%C3%B4i-ch%E1%BB%89-th%C3%ADch-m%C3%B9i-h%C6%B0%C6%A1ng-c%E1%BB%A7a-c%E1%BA%ADu', 'https://www.wattpad.com/story/356120382-taekook-b%E1%BA%AFt-n%E1%BA%A1t-hay-b%E1%BA%AFt-em', 'https://www.wattpad.com/story/358807599-f6-%C4%91%E1%BB%A5ng-nh%E1%BA%A7m-tr%C3%B9m-tr%C6%B0%E1%BB%9Dng']",['Đang sáng tác'],
https://www.wattpad.com/story/201516338-kny-gakuen-x%C3%A0m-x%C3%AD-time-%F0%9F%98%8C%F0%9F%98%8C%F0%9F%98%8C,0,"['demonslayer', 'hàihước', 'kimetsunoyaiba']",https://img.wattpad.com/cover/201516338-512-k449644.jpg,KnY Gakuen Xàm Xí Time 😌😌😌,"Lượt đọc 2,586",Lượt bình chọn 173,Chương 3,"['https://www.wattpad.com/story/338269038-l%E1%BB%ADng-m%E1%BA%ADt-%E1%BB%9F-tinh-t%E1%BA%BF', 'https://www.wattpad.com/story/358919862-%F0%9D%99%B2%F0%9D%9A%84%F0%9D%99%B0-%F0%9D%99%BB%E1%BA%A1%F0%9D%99%B8-%F0%9D%99%BD%F0%9D%99%B6%C6%B0%E1%BB%9D%F0%9D%99%B8-%F0%9D%9A%88%C3%AA%F0%9D%9A%84-%F0%9D%99%B2%C5%A9-f6', 'https://www.wattpad.com/story/341159110-guria-oan-gia', 'https://www.wattpad.com/story/350506848-anh-ch%E1%BB%A7-tr%E1%BB%8D-%C4%91%E1%BA%B9p-trai-v%C3%A0-bi%E1%BB%87t-%C4%91%E1%BB%99i-b%C3%A1o-th%E1%BB%A7-12-ng%C6%B0%E1%BB%9Di', 'https://www.wattpad.com/story/358364779-lck-m%E1%BB%97i-ng%C3%A0y-m%E1%BB%99t-c%C3%A2u-chuy%E1%BB%87n', 'https://www.wattpad.com/story/316930077-jjk-edit-okkotsu-yuuta-ch%C3%ADnh-l%C3%A0-y%C3%AAu-m%C3%A0-kh%C3%B4ng-d%C3%A1m', 'https://www.wattpad.com/story/327555417-%C4%91m-thi%E1%BA%BFu-gia-c%C3%A1-m%E1%BA%B7n-xuy%C3%AAn-th%C3%A0nh-vai-%C3%A1c-b%E1%BA%A1ch', 'https://www.wattpad.com/story/348528662-ta-d%E1%BB%B1a-v%C3%A0o-b%C3%A3i-l%E1%BA%A1n-c%E1%BB%A9u-v%E1%BB%9Bt-to%C3%A0n-t%C3%B4ng-m%C3%B4n-edit', 'https://www.wattpad.com/story/332808642-edit-ho%C3%A0n-b%C3%A9-th%E1%BB%A5-khi%E1%BA%BFm-th%C3%ADnh-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-bu%C3%B4ng', 'https://www.wattpad.com/story/356258026-sau-khi-%C4%91i%C3%AAn-cu%E1%BB%93ng-quy%E1%BA%BFn-r%C5%A9-s%C6%B0-%C4%91%E1%BB%87-t%C3%B4i-tr%E1%BB%9F-th%C3%A0nh']",['Đang sáng tác'],
https://www.wattpad.com/story/185906671-ho%C3%A0n-con-r%E1%BA%BFt-tinh-v%C3%A0-vu-s%C6%B0-%C4%91%E1%BA%A1i-nh%C3%A2n-%C4%91am-m%E1%BB%B9,0,"['cổđại', 'hàihước', 'đammỹ']",https://img.wattpad.com/cover/185906671-256-k342230.jpg,[Hoàn] CON RẾT TINH VÀ VU SƯ ĐẠI NHÂN[Đam mỹ],"Lượt đọc 7,950",Lượt bình chọn 464,Chương 10,"['https://www.wattpad.com/story/344759335-%C4%91am-m%E1%BB%B9-tr%E1%BB%99m-gi%C3%B3-ch%E1%BA%B3ng-tr%E1%BB%99m-tr%C4%83ng', 'https://www.wattpad.com/story/323873595-cao-h-edit-th%C3%B4-t%E1%BB%A5c-giao-d%E1%BB%8Bch-ti%E1%BB%81n-s%E1%BA%AFc-ng%C3%A3-%C3%A1i-c%E1%BA%ADt', 'https://www.wattpad.com/story/358347259-th%E1%BA%BF-th%C3%A2n-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-ch%C3%AA-tr%E1%BB%8Dng-sinh', 'https://www.wattpad.com/story/344759739-%C4%91am-m%E1%BB%B9-l%E1%BB%9Di-mu%E1%BB%91n-n%C3%B3i-tr%C3%B3i-ch%E1%BA%B3ng-%C4%91%E1%BA%B7ng', 'https://www.wattpad.com/story/351706760-%C4%91m-sau-khi-v%E1%BA%A1n-ng%C6%B0%E1%BB%9Di-gh%C3%A9t-ch%E1%BA%BFt-%C4%91i-t%E1%BA%A5t-c%E1%BA%A3-k%E1%BA%BB-th%C3%B9', 'https://www.wattpad.com/story/357895927-geminifourth-phi%E1%BB%81n-ph%E1%BB%A9c-tao-y%C3%AAu-m%C3%A0y', 'https://www.wattpad.com/story/322159204-edit-tr%C3%A1nh-xa-nam-th%E1%BA%A7n-c%E1%BB%91-ch%E1%BA%A5p', 'https://www.wattpad.com/story/351258335-%E2%97%8Fgeminifourth%E2%97%8F-oneshort-h%2B', 'https://www.wattpad.com/story/361376669-%E2%80%A2-c%C3%BAn-x-g%E1%BA%A5u-%E2%80%A2', 'https://www.wattpad.com/story/352181218-%C4%91m-edit-nh%E1%BB%AFng-n%C4%83m-th%C3%A1ng-t%C3%B4i-nh%E1%BA%A3y-qua-nh%E1%BA%A3y-l%E1%BA%A1i-%E1%BB%9F']",['Hoàn thành'],
https://www.wattpad.com/story/214096215-vkook-t%E1%BB%AB-gh%C3%A9t-th%C3%A0nh-y%C3%AAu,0,"['boyboy', 'hay', 'hocduong', 'hàihước', 'taekook', 'vkook']",https://img.wattpad.com/cover/214096215-512-k803471.jpg,[ Vkook ] Từ ghét thành yêu !,"Lượt đọc 35,737","Lượt bình chọn 1,905",Chương 19,"['https://www.wattpad.com/story/359187296-nh%E1%BB%AFng-th%E1%BB%A9-nh%E1%BB%8F-nh%E1%BA%B7t-v%E1%BB%81-em-b%C3%A9-nho-v%C3%A0-ch%E1%BB%8B-g%E1%BA%A5u', 'https://www.wattpad.com/story/333907729-di%E1%BB%87p-l%C3%A2m-anh-x-trang-ph%C3%A1p-the-series', 'https://www.wattpad.com/story/348227295-seventeen-cu%E1%BB%99c-s%E1%BB%91ng-b%E1%BA%BF-t%E1%BA%AFc', 'https://www.wattpad.com/story/358310731-taekook-abo-xin-%C4%91%E1%BB%ABng-h%C3%B4n-em', 'https://www.wattpad.com/story/358807599-f6-%C4%91%E1%BB%A5ng-nh%E1%BA%A7m-tr%C3%B9m-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/332080555-taekook-con-trai-hi%E1%BB%87u-tr%C6%B0%E1%BB%9Fng', 'https://www.wattpad.com/story/356120382-taekook-b%E1%BA%AFt-n%E1%BA%A1t-hay-b%E1%BA%AFt-em', 'https://www.wattpad.com/story/346917883-taekook-abo-t%C3%B4i-ch%E1%BB%89-th%C3%ADch-m%C3%B9i-h%C6%B0%C6%A1ng-c%E1%BB%A7a-c%E1%BA%ADu', 'https://www.wattpad.com/story/359072062-on2eus-kh%C3%B4ng-ph%E1%BA%A3i-gu', 'https://www.wattpad.com/story/358876284-choker-%E2%80%A2-say']",['Đang sáng tác'],
https://www.wattpad.com/story/316434154-ho%C3%A0n-ho%C3%A0ng-th%C6%B0%E1%BB%A3ng-thay-ta-tr%E1%BA%A1ch-%C4%91%E1%BA%A5u,0,"['1vs1', 'codai', 'hoandoilinhhon', 'hàihước', 'ngontinh', 'trachdau']",https://img.wattpad.com/cover/316434154-256-k863939.jpg,[HOÀN]HOÀNG THƯỢNG THAY TA TRẠCH ĐẤU,"Lượt đọc 616,670","Lượt bình chọn 41,572",Chương 90,"['https://www.wattpad.com/story/62880154-m%E1%BB%B9-nh%C3%A2n-t%C6%B0-hoa-ni%C3%AAn-hoa-nh%E1%BA%ADt-phi', 'https://www.wattpad.com/story/174831312-bhtt-edit-ho%C3%A0n-ng%C3%A3-vi-ng%C6%B0-nh%E1%BB%A5c-p2-ninh-vi%E1%BB%85n', 'https://www.wattpad.com/story/63536544-%C4%91%C3%ADch-vinh-d%E1%BA%A1-t%E1%BA%ABn-kinh-h%E1%BB%93ng', 'https://www.wattpad.com/story/63191293-ng%C3%A0n-v%E1%BA%A1n-s%E1%BB%A7ng-m%E1%BA%B7c-t%C3%A2y-kha', 'https://www.wattpad.com/story/62947864-c%E1%BA%A9m-t%C3%BA-khu%C3%AA-%C4%91%E1%BB%93-thanh-phong-tr%E1%BB%A5c-nguy%E1%BB%87t', 'https://www.wattpad.com/story/62886911-ng%E1%BB%99-ki%E1%BA%BFp-chu-%E1%BA%A5t', 'https://www.wattpad.com/story/62961724-xuy%C3%AAn-qua-n%E1%BB%AF-ph%E1%BB%A5-tr%E1%BB%8Dng-sinh-thi%E1%BB%83n-thi%E1%BB%83n-l%C6%B0u-v%C3%A2n', 'https://www.wattpad.com/story/166055529-ho%C3%A0n-cu%E1%BB%93ng-h%E1%BA%ADu-ngoan-ngo%C3%A3n-%C4%91%E1%BB%83-tr%E1%BA%ABm-s%E1%BB%A7ng-th%E1%BB%A7y', 'https://www.wattpad.com/story/235526668-ho%C3%A0n-xuy%C3%AAn-qua-l%C3%A0m-m%E1%BA%B9-bia-%C4%91%E1%BB%A1-%C4%91%E1%BA%A1n', 'https://www.wattpad.com/story/130749316-phu-qu%C3%A2n-ki%E1%BB%81m-ch%E1%BA%BF-ch%C3%BAt']",['Hoàn thành'],
https://www.wattpad.com/story/311153984-abo-ho%C3%A0n-dm-nghe-n%C3%B3i-c%E1%BA%ADu-ch%E1%BB%89-xem-t%C3%B4i-l%C3%A0-b%E1%BA%A1n,1,"['1x1', 'ab', 'abo', 'bl', 'boylove', 'chiếmhữu', 'chiếmhữucông', 'dammei', 'ngọt', 'ngọtsủng', 'nhấtcôngnhấtthụ', 'sung', 'thanhxuânvườntrường', 'đammỹ']",https://img.wattpad.com/cover/311153984-256-k205723.jpg,[ABO/HOÀN][DM] NGHE NÓI CẬU CHỈ XEM TÔI LÀ BẠN,"Lượt đọc 1,466,753","Lượt bình chọn 115,162",Chương 80,,['Hoàn thành'],
https://www.wattpad.com/story/323606746-edit-quy%E1%BB%83n-3-mau-xuy%C3%AAn-c%C3%B4ng-l%C6%B0%E1%BB%A3c-%C4%91%E1%BB%8Bnh-ch%E1%BA%BF-boss,1,"['1v1', 'cônglược', 'cổđại', 'dacchung', 'dịgiới', 'giớigiảitrí', 'hiendai', 'hoathường', 'huyếttộc', 'khoahọcviễntưởng', 'mauxuyên', 'ngontinh', 'ngọt', 'nuton', 'nữcường', 'showbiz', 'songkhiết', 'sung', 'sảngvăn', 'xuyênnhanh', 'yêutinh']",https://img.wattpad.com/cover/323606746-256-k25841.jpg,[Edit] [Quyển 3] Mau xuyên công lược: Định chế Boss vai ác độc nhất vô nhị,"Lượt đọc 180,924","Lượt bình chọn 13,505",Chương 190,,['Đang sáng tác'],
https://www.wattpad.com/story/344579679-%C4%91am-m%E1%BB%B9-cao-h-song-t%C3%ADnh-t%C3%B4i-mu%E1%BB%91n-ch%C6%A1i-%C4%91%C3%B9a-nam,1,"['18', '1x1', 'caoh', 'dammy', 'songtính']",https://img.wattpad.com/cover/344579679-256-k167296.jpg,[ Đam mỹ - Cao H/Song tính] Tôi muốn chơi đùa nam chính.,"Lượt đọc 665,776","Lượt bình chọn 20,585",Chương 33,,['Hoàn thành'],
https://www.wattpad.com/story/317114630-ho%C3%A0n-cao-h-h%E1%BB%87-th%E1%BB%91ng-s%E1%BB%A7ng-phi-bi%E1%BA%BFt-l%C3%A0m-n%C5%A9ng-t%E1%BB%91t-s%E1%BB%91,1,"['1v1', 'caoh', 'hethong', 'hvan', 'trongsinh']",https://img.wattpad.com/cover/317114630-256-k453741.jpg,[Hoàn - Cao H] Hệ thống: Sủng phi biết làm nũng tốt số nhất,"Lượt đọc 1,113,246","Lượt bình chọn 27,558",Chương 158,,['Hoàn thành'],
https://www.wattpad.com/story/316953795-ho%C3%A0n-cao-h-mau-xuy%C3%AAn-c%C3%B4ng-l%C6%B0%E1%BB%A3c-t%C3%ADnh-ph%C3%BAc,1,"['1v1', 'caoh', 'hethong', 'hvan', 'mauxuyên', 'xuyênnhanh']",https://img.wattpad.com/cover/316953795-256-k454515.jpg,[Hoàn - Cao H] Mau xuyên: Công lược tính phúc,"Lượt đọc 1,902,940","Lượt bình chọn 41,783",Chương 197,,['Hoàn thành'],
https://www.wattpad.com/story/196286711-reup-thi%E1%BA%BFu-t%C6%B0%E1%BB%9Bng-v%E1%BB%A3-ng%C3%A0i-c%C3%B3-thai-r%E1%BB%93i-%E5%B0%91%E5%B0%86%EF%BC%81%E4%BD%A0%E5%AA%B3%E5%A6%87%E6%9C%89%E4%BA%86%EF%BC%81,1,"['1x1', 'cườngcường', 'danmei', 'tươnglai', 'xuyênqua', 'đam', 'đammỹ', 'điềmvăn']",https://img.wattpad.com/cover/196286711-256-k910262.jpg,[REUP] Thiếu Tướng! Vợ Ngài Có Thai Rồi! 少将！你媳妇有了！- Diễm Quỷ Thất Nương 艳鬼七娘,"Lượt đọc 2,499,974","Lượt bình chọn 189,248",Chương 166,,['Hoàn thành'],
